position;name;cheke;perfomance;yearofprod;cpusocket;cpucore;numofcores,numofthreads;basefreq;turbofreq;cachel1;cachel2;cachel3;graphics;memorycontroller;pciecontroller;lithography;tdp;cpucategory
3416;Intel Celeron U3405;;273.62;2010;BGA1288;2 / 2;2 / 2;1060 MHz;нет;32+32x2;256x2;2048;Intel HD Graphics166-500 MHz;2 chann.DDR3-1066;PCI Express 2.016 lines;32 nm;18 W;мобильный
3417;AMD G-T48E;;272.71;2012;Socket FT1;2 / 2;2 / 2;1400 MHz;нет;2x32+2x32;1024;нет;Radeon HD6250280 MHz, 80 shaders;1 chann.DDR3-1066;PCI Express 2.04 lines;40 nm;18 W;встраиваемый
3418;AMD Opteron 254;;271.63;2005;Socket 940;1 / 1;1 / 1;2800 MHz;нет;64 + 64;1024;нет;нет;2 chann.DDR;нет;90 nm;92.6 W;серверный
3419;Intel Core 2 Duo U7500;;269.33;2007;BGA479;2 / 2;2 / 2;1060 MHz;нет;2x32 + 2x32;2048;нет;нет;нет;нет;65 nm;10 W;мобильный
3420;Intel Atom D2560;;269.25;2012;BGA559;2 / 4;2 / 4;2000 MHz;нет;2x32 + 2x24;1024;нет;Intel GMA 3600640 MHz;1 chann.DDR3-1066;нет;32 nm;10 W;мобильный
3421;AMD Athlon 64 4200+;;268.62;2005;Socket 939;1 / 1;1 / 1;2600 MHz;нет;64+64;1024;нет;нет;2 chann.DDR-500;нет;90 nm;89 W;десктопный
3422;Intel Atom D2550;;268.44;2012;BGA559;2 / 4;2 / 4;1867 MHz;нет;2x32 + 2x24;1024;нет;Intel GMA 3650640 MHz;1 chann.DDR3-1066;нет;32 nm;10 W;мобильный
3423;AMD E1-1200;;268.38;2012;Socket FT1;2 / 2;2 / 2;1400 MHz;нет;2x32+2x32;1024;нет;Radeon HD7310500 MHz, 80 shaders;1 chann.DDR3L-1066;PCI Express 2.04 lines;40 nm;18 W;мобильный
3424;Intel Core Duo T2350;;266.89;2006;PGA478;2 / 2;2 / 2;1867 MHz;нет;2x32 + 2x32;2048;нет;нет;нет;нет;65 nm;31 W;мобильный
3425;AMD G-T56E;;266.27;2012;Socket FT1;2 / 2;2 / 2;1650 MHz;нет;2x32+2x32;1024;нет;Radeon HD6250275 MHz, 80 shaders;1 chann.DDR3-1333;PCI Express 2.04 lines;40 nm;18 W;встраиваемый
3426;AMD Turion 64 ML-44;;265.56;2005;Socket 754;1 / 1;1 / 1;2400 MHz;нет;64+64;1024;нет;нет;1 chann.DDR-400;нет;90 nm;35 W;мобильный
3427;Intel Celeron N2805;;265.09;2013;BGA1170;2 / 2;2 / 2;1467 MHz;нет;2x32 + 2x24;1024;нет;Intel HD Graphics313 - 667 MHz;1 chann.DDR3L-1066;PCI Express 2.04 lines;22 nm;4.3 W;мобильный
3428;AMD E1-2100;;264.86;2013;Socket FT3;2 / 2;2 / 2;1000 MHz;нет;2x32+2x32;1024;нет;Radeon HD8210300 MHz, 128 shaders;1 chann.DDR3L-1333;PCI Express 2.04 lines;28 nm;9 W;мобильный
3429;AMD A4-1250;;263.79;2013;Socket FT3;2 / 2;2 / 2;1000 MHz;нет;2x32+2x32;1024;нет;Radeon HD8210300 MHz, 128 shaders;1 chann.DDR3L-1333;PCI Express 2.016 lines;28 nm;8 W;мобильный
3430;Intel Celeron 450;;263.63;2008;LGA775;1 / 1;1 / 1;2200 MHz;нет;32;512;нет;нет;нет;нет;65 nm;35 W;десктопный
3431;Intel Pentium T2130;;262.5;2007;PGA478;2 / 2;2 / 2;1867 MHz;нет;2x32 + 2x32;1024;нет;нет;нет;нет;65 nm;31 W;мобильный
3432;AMD Sempron LE-1300;;261.65;2007;Socket AM2;1 / 1;1 / 1;2300 MHz;нет;64+64;512;нет;нет;2 chann.DDR2-667;нет;65 nm;45 W;десктопный
3433;AMD E1-1500;;261.19;2013;Socket FT1;2 / 2;2 / 2;1480 MHz;нет;2x32+2x32;1024;нет;Radeon HD7310529 MHz, 80 shaders;1 chann.DDR3L-1066;PCI Express 2.04 lines;40 nm;18 W;мобильный
3434;Intel Celeron 787;;260;2011;BGA1023;1 / 1;1 / 1;1300 MHz;нет;32+32;256;1536;Intel HD Graphics350 - 950 MHz;2 chann.DDR3-1333;PCI Express 2.016 lines;32 nm;17 W;мобильный
3435;Intel Core 2 Duo U7600;;259.55;2007;BGA479;2 / 2;2 / 2;1200 MHz;нет;2x32 + 2x32;2048;нет;нет;нет;нет;65 nm;10 W;мобильный
3436;AMD Opteron 152;;257.78;2005;Socket 940;1 / 1;1 / 1;2600 MHz;нет;64+64;1024;нет;нет;2 chann.DDR;нет;90 nm;92.6 W;серверный
3437;Intel Pentium D 805;;257.58;2005;LGA775;2 / 2;2 / 2;2666 MHz;нет;16x2;2048;нет;нет;нет;нет;90 nm;95 W;десктопный
3438;AMD V120;;256.33;2010;Socket S1;1 / 1;1 / 1;2200 MHz;нет;64+64;512;нет;нет;2 chann.DDR3L-1066;нет;45 nm;25 W;мобильный
3439;Intel Atom 330;;254.53;2008;BGA437;2 / 4;2 / 4;1600 MHz;нет;32x2 + 24x2;1024;нет;нет;нет;нет;45 nm;8 W;десктопный
3440;Intel Atom Z2760;;253.85;2012;BGA676;2 / 4;2 / 4;1500 MHz;1800 MHz;2x32 + 2x24;1024;нет;Intel GMA 3650533 MHz;2 chann.LPDDR2-800;нет;32 nm;;мобильный
3441;AMD Athlon 64 LE-1620;;253.58;2006;Socket AM2;1 / 1;1 / 1;2400 MHz;нет;64+64;1024;нет;нет;2 chann.DDR2-800;нет;90 nm;45 W;десктопный
3442;AMD Athlon 64 1640B;;253.15;2008;Socket AM2;1 / 1;1 / 1;2700 MHz;нет;64+64;512;нет;нет;2 chann.DDR2;нет;65 nm;45 W;десктопный
3443;AMD Athlon 64 4000+ (S.939);;253.07;2004;Socket 939;1 / 1;1 / 1;2400 MHz;нет;64+64;1024;нет;нет;2 chann.DDR-400;нет;130 nm;89 W;десктопный
3444;Intel Atom E3805;;252.61;2014;BGA1170;2 / 2;2 / 2;1330 MHz;1300 MHz;2x32 + 2x24;1024;нет;нет;1 chann.DDR3L-1066;PCI Express 2.04 lines;22 nm;3 W;встраиваемый
3445;Intel Xeon 5110;;251.83;2006;LGA771;2 / 2;2 / 2;1600 MHz;нет;2x32 + 2x32;4096;нет;нет;нет;нет;65 nm;65 W;серверный
3446;AMD Opteron 250;;251.76;2003;Socket 940;1 / 1;1 / 1;2400 MHz;нет;64+64;1024;нет;нет;2 chann.DDR;нет;130 nm;68 W;серверный
3447;AMD Athlon 64 FX-53;;250.56;2004;Socket 939;1 / 1;1 / 1;2400 MHz;нет;64+64;1024;нет;нет;2 chann.DDR-400;нет;130 nm;104 W;десктопный
3448;AMD Athlon 64 LE-1660;;250.56;2008;Socket AM2 Socket AM2+;1 / 1;1 / 1;2800 MHz;нет;64+64;512;нет;нет;2 chann.DDR2-800;нет;65 nm;45 W;десктопный
3449;AMD Athlon 64 LE-1600;;248.16;2006;Socket AM2;1 / 1;1 / 1;2200 MHz;нет;64+64;1024;нет;нет;2 chann.DDR2-800;нет;90 nm;45 W;десктопный
3450;AMD Athlon 64 3800+ (S.939);;246.79;2004;Socket 939;1 / 1;1 / 1;2400 MHz;нет;64+64;512;нет;нет;2 chann.DDR;нет;130 nm;89 W;десктопный
3451;Intel Atom E3825;;246.26;2013;BGA1170;2 / 2;2 / 2;1333 MHz;нет;2x32 + 2x24;1024;нет;Intel HD Graphics533 MHz;1 chann.DDR3L-1066;PCI Express 2.04 lines;22 nm;6 W;встраиваемый
3452;Intel Core Duo L2500;;245.97;2006;BGA479;2 / 2;2 / 2;1833 MHz;нет;2x32 + 2x32;2048;нет;нет;нет;нет;65 nm;15 W;мобильный
3453;AMD Opteron 246;;245.13;2003;Socket 940;1 / 1;1 / 1;2000 MHz;нет;64+64;1024;нет;нет;2 chann.DDR;нет;130 nm;89 W;серверный
3454;Intel Celeron 807;;243.83;2012;BGA1023;1 / 2;1 / 2;1500 MHz;нет;32+32;256;1536;Intel HD Graphics350 - 950 MHz;2 chann.DDR3-1333;PCI Express 2.016 lines;32 nm;17 W;мобильный
3455;AMD Athlon 64 FX-55;;243.33;2004;Socket 939;1 / 1;1 / 1;2600 MHz;нет;64+64;1024;нет;нет;2 chann.DDR;нет;90 nm;104 W;десктопный
3456;AMD A4-1200;;242.81;2013;Socket FT3;2 / 2;2 / 2;1000 MHz;нет;2x32+2x32;1024;нет;Radeon HD8180255 MHz, 128 shaders;1 chann.DDR3L-1066;PCI Express 2.016 lines;28 nm;3.9 W;мобильный
3457;Intel Core Duo L2400;;242.72;2006;BGA479;2 / 2;2 / 2;1667 MHz;нет;2x32 + 2x32;2048;нет;нет;нет;нет;65 nm;15 W;мобильный
3458;Intel Pentium T2060;;242.4;2007;PGA478;2 / 2;2 / 2;1600 MHz;нет;2x32 + 2x32;1024;нет;нет;нет;нет;65 nm;31 W;мобильный
3459;Intel Celeron T1400;;241.32;2008;PGA478;2 / 2;2 / 2;1733 MHz;нет;2x32 + 2x32;512;нет;нет;нет;нет;65 nm;35 W;мобильный
3460;AMD Athlon 64 3500+;;241.12;2006;Socket AM2;1 / 1;1 / 1;2200 MHz;нет;64+64;512;нет;нет;2 chann.DDR2-800;нет;90 nm;62 W;десктопный
3461;AMD Turion 64 ML-42;;240.94;2005;Socket 754;1 / 1;1 / 1;2400 MHz;нет;64+64;512;нет;нет;1 chann.DDR-400;нет;90 nm;35 W;мобильный
3462;AMD E-300;;240.94;2011;Socket FT1;2 / 2;2 / 2;1300 MHz;нет;2x32+2x32;1024;нет;Radeon HD6310488 MHz, 80 shaders;1 chann.DDR3L-1066;PCI Express 2.04 lines;40 nm;18 W;мобильный
3463;Intel Core Duo L2300;;240.73;2006;BGA479;2 / 2;2 / 2;1500 MHz;нет;2x32 + 2x32;2048;нет;нет;нет;нет;65 nm;15 W;мобильный
3464;Intel Celeron 550;;240.28;2007;PGA478;1 / 1;1 / 1;2000 MHz;нет;32 + 32;1024;нет;нет;нет;нет;65 nm;31 W;мобильный
3465;Intel Pentium T2080;;239.08;2007;PGA478;2 / 2;2 / 2;1733 MHz;нет;2x32 + 2x32;1024;нет;нет;нет;нет;65 nm;31 W;мобильный
3466;AMD Sempron 3600+;;238.88;2006;Socket AM2;1 / 1;1 / 1;2000 MHz;нет;128;256;нет;нет;2 chann.DDR2 533/667;нет;90 nm;62 W;десктопный
3467;AMD Athlon 64 3700+;;237.31;2003;Socket 754;1 / 1;1 / 1;2400 MHz;нет;64+64;1024;нет;нет;1 chann.DDR-400;нет;130 nm;89 W;десктопный
3468;AMD Opteron 150;;236.7;2004;Socket 940;1 / 1;1 / 1;2400 MHz;нет;64+64;1024;нет;нет;2 chann.DDR;нет;90 nm;89 W;серверный
3469;Intel Celeron 440;;236.55;2006;LGA775;1 / 1;1 / 1;2000 MHz;нет;32;512;нет;нет;нет;нет;65 nm;35 W;десктопный
3470;AMD Opteron 148;;236.1;2003;Socket 940;1 / 1;1 / 1;2200 MHz;нет;64+64;1024;нет;нет;2 chann.DDR;нет;130 nm;89 W;серверный
3471;AMD Turion 64 MT-40;;236.09;2005;Socket 754;1 / 1;1 / 1;2200 MHz;нет;64+64;1024;нет;нет;1 chann.DDR-400;нет;90 nm;25 W;мобильный
3472;Intel Atom N570;;235.89;2011;BGA559;2 / 4;2 / 4;1660 MHz;нет;32x2 + 24x2;1024;нет;Intel GMA 3150 200 MHz;1 chann.DDR3;нет;45 nm;8.5 W;мобильный
3473;Intel Core Duo T2050;;234.18;2006;PGA478;2 / 2;2 / 2;1600 MHz;нет;2x32 + 2x32;2048;нет;нет;нет;нет;65 nm;31 W;мобильный
3474;AMD Turion 64 ML-40;;233.64;2005;Socket 754;1 / 1;1 / 1;2200 MHz;нет;64+64;1024;нет;нет;1 chann.DDR-400;нет;90 nm;35 W;мобильный
3475;AMD Athlon 64 3600+;;233.09;2003;Socket 754;1 / 1;1 / 1;2400 MHz;нет;64+64;1024;нет;нет;1 chann.DDR-400;нет;130 nm;89 W;десктопный
3476;AMD Athlon 64 X2 L310;;232.5;2009;Socket S1;2 / 2;2 / 2;1200 MHz;нет;2x64+2x64;1024;нет;нет;2 chann.DDR2-667;нет;65 nm;13 W;мобильный
3477;AMD Athlon II 170u;;231.89;2010;Socket AM3 Socket AM2+;1 / 1;1 / 1;2000 MHz;нет;64+64;1024;нет;нет;2 chann.DDR3;нет;45 nm;20 W;десктопный
3478;Intel Celeron D 360;;231.31;2006;LGA775;1 / 1;1 / 1;3460 MHz;нет;16;512;нет;нет;нет;нет;65 nm;86 W;десктопный
3479;Intel Celeron 827E;;230.76;2011;BGA1023;1 / 1;1 / 1;1400 MHz;нет;32 + 32;256;1536;Intel HD Graphics350 - 800 MHz;2 chann.DDR3-1333;PCI Express 2.016 lines;32 nm;17 W;встраиваемый
3480;AMD Turion 64 ML-37;;229.95;2005;Socket 754;1 / 1;1 / 1;2000 MHz;нет;64+64;1024;нет;нет;1 chann.DDR-400;нет;90 nm;35 W;мобильный
3481;AMD Sempron 3800+;;228.92;2006;Socket AM2;1 / 1;1 / 1;2200 MHz;нет;64+64;256;нет;нет;2 chann.DDR2;нет;90 nm;62 W;десктопный
3482;AMD Athlon 3200+;;227.91;2006;Socket AM2;1 / 1;1 / 1;2000 MHz;нет;64+64;512;нет;нет;2 chann.DDR2-800;нет;90 nm;59 W;десктопный
3483;AMD Athlon 64 4000+ (AM2);;227.41;2006;Socket AM2;1 / 1;1 / 1;2600 MHz;нет;64+64;512;нет;нет;2 chann.DDR2-800;нет;90 nm;62 W;десктопный
3484;AMD Athlon 64 3300+;;225.87;2003;Socket 754;1 / 1;1 / 1;2400 MHz;нет;64+64;256;нет;нет;1 chann.DDR-400;нет;130 nm;89 W;десктопный
3485;AMD Sempron M100;;225.1;2009;Socket S1;1 / 1;1 / 1;2000 MHz;нет;64+64;512;нет;нет;2 chann.DDR2-800;нет;45 nm;25 W;мобильный
3486;AMD V160;;223.67;2010;Socket S1;1 / 1;1 / 1;2400 MHz;нет;64+64;512;нет;нет;2 chann.DDR3L-1066;нет;45 nm;25 W;мобильный
3487;Intel Celeron M 530;;223.2;2006;PGA478;1 / 1;1 / 1;1730 MHz;нет;32 + 32;1024;нет;нет;нет;нет;65 nm;30 W;мобильный
3488;AMD C-70;;222.49;2012;Socket FT1;2 / 2;2 / 2;1000 MHz;1333 MHz;2x32+2x32;1024;нет;Radeon HD7290276-400 MHz, 80 shaders;1 chann.DDR3L-1066;PCI Express 2.04 lines;40 nm;9 W;мобильный
3489;Intel Celeron 540;;221.03;2007;PGA478;1 / 1;1 / 1;1860 MHz;нет;32 + 32;1024;нет;нет;нет;нет;65 nm;30 W;мобильный
3490;Intel Celeron 560;;220.77;2008;PGA478;1 / 1;1 / 1;2130 MHz;нет;32 + 32;1024;нет;нет;нет;нет;65 nm;31 W;мобильный
3491;AMD C-60;;220.41;2011;Socket FT1;2 / 2;2 / 2;1000 MHz;1300 MHz;2x32+2x32;1024;нет;Radeon HD6290276-400 MHz, 80 shaders;1 chann.DDR3L-1066;PCI Express 2.04 lines;40 nm;9 W;мобильный
3492;AMD Sempron LE-1250;;218.04;2007;Socket AM2;1 / 1;1 / 1;2200 MHz;нет;64+64;512;нет;нет;2 chann.DDR2-667;нет;65 nm;45 W;десктопный
3493;AMD Athlon II Neo K125;;216.68;2010;BGA812;1 / 1;1 / 1;1700 MHz;нет;64+64;1024;нет;нет;2 chann.DDR3L-800;нет;45 nm;12 W;мобильный
3494;Intel Celeron 445;;216.43;2006;LGA771;1 / 1;1 / 1;1866 MHz;нет;32;512;нет;нет;нет;нет;65 nm;65 W;десктопный
3495;AMD Athlon II 160u;;215.63;2010;Socket AM3 Socket AM2+;1 / 1;1 / 1;1800 MHz;нет;64+64;1024;нет;нет;2 chann.DDR3;нет;45 nm;20 W;десктопный
3496;AMD Athlon 64 X2 3250e;;215.06;2008;Socket AM2;2 / 2;2 / 2;1500 MHz;нет;2x64+2x64;1024;нет;нет;2 chann.DDR2-800;нет;65 nm;22 W;десктопный
3497;Intel Celeron 570;;213.96;2008;PGA478;1 / 1;1 / 1;2260 MHz;нет;32 + 32;1024;нет;нет;нет;нет;65 nm;31 W;мобильный
3498;AMD Sempron SI-40;;212.95;2008;Socket S1;1 / 1;1 / 1;2000 MHz;нет;64+64;512;нет;нет;2 chann.DDR2-667;нет;65 nm;25 W;мобильный
3499;AMD Turion 64 MK-36;;212.94;2006;Socket S1;1 / 1;1 / 1;2000 MHz;нет;64+64;512;нет;нет;2 chann.DDR2;нет;90 nm;31 W;мобильный
3500;Intel Atom E3826;;212.22;2013;BGA1170;2 / 2;2 / 2;1467 MHz;нет;2x32 + 2x24;1024;нет;Intel HD Graphics533 - 667 MHz;2 chann.DDR3L-1066;PCI Express 2.04 lines;22 nm;7 W;встраиваемый
3501;AMD Opteron 146;;211.81;2003;Socket 940;1 / 1;1 / 1;2000 MHz;нет;64+64;1024;нет;нет;2 chann.DDR;нет;130 nm;89 W;серверный
3502;AMD Turion 64 ML-34;;210.47;2005;Socket 754;1 / 1;1 / 1;1800 MHz;нет;64+64;1024;нет;нет;1 chann.DDR-400;нет;90 nm;35 W;мобильный
3503;AMD Turion 64 MK-38;;210.35;2006;Socket S1;1 / 1;1 / 1;2200 MHz;нет;64+64;512;нет;нет;2 chann.DDR2;нет;90 nm;31 W;мобильный
3504;AMD Sempron LE-1200;;210.2;2007;Socket AM2;1 / 1;1 / 1;2100 MHz;нет;64+64;512;нет;нет;2 chann.DDR2-667;нет;65 nm;45 W;десктопный
3505;AMD Athlon 64 3200+ (S.754);;209.76;2003;Socket 754;1 / 1;1 / 1;2200 MHz;нет;64+64;512 | 1024;нет;нет;1 chann.DDR;нет;90 nm;59 W;десктопный
3506;AMD Athlon XP-M;;209.6;2002;Socket 563;1 / 1;1 / 1;950 MHz;нет;64+64;256;нет;нет;нет;нет;130 nm;16 W;мобильный
3507;AMD Athlon 64 3000+;;208.7;2004;Socket 754;1 / 1;1 / 1;2000 MHz;нет;64+64;512;нет;нет;1 chann.DDR;нет;90 nm;51 W;десктопный
3508;AMD Athlon 64 3400+;;208.38;2003;Socket 754;1 / 1;1 / 1;2400 MHz;нет;64+64;512 | 1024;нет;нет;1 chann.DDR;нет;130 nm;89 W;десктопный
3509;Intel Atom N550;;207.19;2010;BGA559;2 / 4;2 / 4;1500 MHz;нет;32x2 + 24x2;1024;нет;Intel GMA 3150200 MHz;1 chann.DDR3;нет;45 nm;8.5 W;мобильный
3510;AMD Athlon 64 FX-51;;206.59;2004;Socket 939;1 / 1;1 / 1;2200 MHz;нет;64+64;1024;нет;нет;2 chann.DDR-400;нет;130 nm;89 W;десктопный
3511;Intel Pentium 4 3.2;;205.24;2002;Socket 478;1 / 2;1 / 2;3200 MHz;нет;12+8;512;нет;нет;нет;нет;130 nm;82 W;десктопный
3512;AMD Athlon 64 3800+ (AM2);;205.02;2006;Socket AM2;1 / 1;1 / 1;2400 MHz;нет;64+64;512;нет;нет;2 chann.DDR2-800;нет;90 nm;62 W;десктопный
3513;AMD Athlon 64 TF-36;;203.57;2010;Socket S1;1 / 1;1 / 1;2000 MHz;нет;64+64;512;нет;нет;2 chann.DDR2-667;нет;65 nm;25 W;мобильный
3514;AMD Athlon II Neo K145;;200.62;2011;BGA812;1 / 1;1 / 1;1800 MHz;нет;64+64;1024;нет;нет;2 chann.DDR3L-800;нет;45 nm;12 W;мобильный
3515;AMD Athlon 64 2850e;;200.57;2008;Socket AM2;1 / 1;1 / 1;1800 MHz;нет;64+64;512;нет;нет;2 chann.DDR2;нет;65 nm;22 W;десктопный
3516;AMD Athlon XP 3200+;;198.89;2003;Socket 462;1 / 1;1 / 1;2200 MHz;нет;64+64;512;нет;нет;нет;нет;130 nm;76.8 W;десктопный
3517;AMD Athlon Neo MV-40;;198.87;2009;BGA812;1 / 1;1 / 1;1600 MHz;нет;64+64;512;нет;нет;2 chann.DDR2-667;нет;65 nm;15 W;мобильный
3518;AMD Turion 64 MT-37;;198.37;2005;Socket 754;1 / 1;1 / 1;2000 MHz;нет;64+64;1024;нет;нет;1 chann.DDR-400;нет;90 nm;25 W;мобильный
3519;AMD Sempron 3400+;;198.07;2004;Socket 754;1 / 1;1 / 1;2000 MHz;нет;128;256;нет;нет;1 chann.DDR 400;нет;90 nm;62 W;десктопный
3520;AMD Z-01;;196.7;2011;Socket FT1;2 / 2;2 / 2;1000 MHz;нет;2x32+2x32;1024;нет;Radeon HD 6250276 MHz, 80 shaders;1 chann.DDR3L-1066;PCI Express 2.04 lines;40 nm;5.9 W;мобильный
3521;AMD Turion 64 MT-32;;196.06;2005;Socket 754;1 / 1;1 / 1;1800 MHz;нет;64+64;512;нет;нет;1 chann.DDR-400;нет;90 nm;24 W;мобильный
3522;Intel Pentium 4 EE 3.73;;194.62;2005;LGA775;1 / 2;1 / 2;3730 MHz;нет;16+12;2048;нет;нет;нет;нет;90 nm;115 W;десктопный
3523;AMD Athlon MP 2800+;;192.73;2003;Socket 462;1 / 1;1 / 1;2133 MHz;нет;64+64;512;нет;нет;нет;нет;130 nm;60 W;серверный
3524;AMD Sempron 2800+;;192.7;2004;Socket 754;1 / 1;1 / 1;1600 MHz;нет;128;256;нет;нет;1 chann.DDR 400;нет;90 nm;62 W;десктопный
3525;Intel Core Duo U2500;;190.93;2006;BGA479;2 / 2;2 / 2;1200 MHz;нет;2x32 + 2x32;2048;нет;нет;нет;нет;65 nm;9 W;мобильный
3526;Intel Celeron 430;;190.58;2006;LGA775;1 / 1;1 / 1;1800 MHz;нет;32;512;нет;нет;нет;нет;65 nm;35 W;десктопный
3527;AMD Opteron 144;;190.32;2003;Socket 940;1 / 1;1 / 1;1800 MHz;нет;64+64;1024;нет;нет;2 chann.DDR;нет;130 nm;84.7 W;серверный
3528;AMD Sempron 3300+;;189.73;2004;Socket 754;1 / 1;1 / 1;2000 MHz;нет;128;128;нет;нет;1 chann.DDR 400;нет;90 nm;62 W;десктопный
3529;Intel Celeron M 743;;189.53;2009;BGA956;1 / 1;1 / 1;1300 MHz;нет;32 + 32;1024;нет;нет;нет;нет;45 nm;10 W;мобильный
3530;AMD G-T40N;;188.99;2011;Socket FT1;2 / 2;2 / 2;1000 MHz;нет;2x32+2x32;1024;нет;Radeon HD6250280 MHz, 80 shaders;1 chann.DDR3L-1066;PCI Express 2.04 lines;40 nm;9 W;встраиваемый
3531;Intel Pentium 4 2.8;;188.9;2002;Socket 478;1 / 2;1 / 2;2800 MHz;нет;12+8;512;нет;нет;нет;нет;130 nm;68.4 W;десктопный
3532;AMD Sempron 3100+;;188.04;2004;Socket 754;1 / 1;1 / 1;1800 MHz;нет;128;256;нет;нет;1 chann.DDR 400;нет;90 nm;62 W;десктопный
3533;AMD Sempron SI-42;;188.01;2008;Socket S1;1 / 1;1 / 1;2100 MHz;нет;64+64;512;нет;нет;2 chann.DDR2-667;нет;65 nm;25 W;мобильный
3534;AMD Z-60;;187.4;2012;Socket FT1;2 / 2;2 / 2;1000 MHz;нет;2x32+2x32;1024;нет;Radeon HD 6250276 MHz, 80 shaders;1 chann.DDR3L-1066;PCI Express 2.04 lines;40 nm;4.5 W;мобильный
3535;AMD C-50;;187.3;2011;Socket FT1;2 / 2;2 / 2;1000 MHz;нет;2x32+2x32;2x512;нет;Radeon HD6250277 MHz, 80 shaders;1 chann.DDR3L-1066;PCI Express 2.04 lines;40 nm;9 W;мобильный
3536;AMD Turion 64 ML-30;;186.55;2005;Socket 754;1 / 1;1 / 1;1600 MHz;нет;64+64;1024;нет;нет;1 chann.DDR-400;нет;90 nm;35 W;мобильный
3537;AMD Sempron 3000+;;185.23;2004;Socket 754;1 / 1;1 / 1;1800 MHz;нет;128;128;нет;нет;1 chann.DDR 400;нет;90 nm;62 W;десктопный
3538;AMD Opteron 248;;184.3;2003;Socket 940;1 / 1;1 / 1;2200 MHz;нет;64+64;1024;нет;нет;2 chann.DDR;нет;130 nm;89 W;серверный
3539;AMD Athlon 64 2800+;;183.74;2003;Socket 754;1 / 1;1 / 1;1800 MHz;нет;64+64;512;нет;нет;1 chann.DDR;нет;130 nm;89 W;десктопный
3540;AMD Athlon 64 3200+ (AM2);;183.71;2006;Socket AM2;1 / 1;1 / 1;2000 MHz;нет;64+64;512;нет;нет;2 chann.DDR2 533/667/800;нет;90 nm;62 W;десктопный
3541;AMD Sempron LE-1100;;183.48;2007;Socket AM2;1 / 1;1 / 1;1900 MHz;нет;64+64;256;нет;нет;2 chann.DDR2-667;нет;65 nm;45 W;десктопный
3542;AMD Athlon 64 QI-46;;183.09;2010;Socket S1;1 / 1;1 / 1;2100 MHz;нет;64+64;512;нет;нет;2 chann.DDR2-667;нет;65 nm;25 W;мобильный
3543;AMD Sempron 2600+;;182.75;2004;Socket 754;1 / 1;1 / 1;1600 MHz;нет;64+64;128;нет;нет;1 chann.DDR 400;нет;90 nm;62 W;десктопный
3544;AMD Sempron M120;;181.82;2009;Socket S1;1 / 1;1 / 1;2100 MHz;нет;64+64;512;нет;нет;2 chann.DDR2-800;нет;45 nm;25 W;мобильный
3545;Intel Celeron 530;;180.42;2007;PGA478;1 / 1;1 / 1;1730 MHz;нет;32 + 32;1024;нет;нет;нет;нет;65 nm;27 W;мобильный
3546;AMD Athlon 64 TF-20;;180.26;2010;Socket S1;1 / 1;1 / 1;1600 MHz;нет;64+64;512;нет;нет;2 chann.DDR2-667;нет;65 nm;15 W;мобильный
3547;AMD Turion 64 ML-32;;177;2005;Socket 754;1 / 1;1 / 1;1800 MHz;нет;64+64;512;нет;нет;1 chann.DDR-400;нет;90 nm;35 W;мобильный
3548;Intel Pentium 4 EE 3.46;;175.34;2004;LGA775;1 / 2;1 / 2;3460 MHz;нет;16+8;2048;нет;нет;нет;нет;130 nm;110.7 W;десктопный
3549;AMD G-T40E;;174.1;2011;Socket FT1;2 / 2;2 / 2;1000 MHz;нет;2x32+2x32;1024;нет;Radeon HD6250280 MHz, 80 shaders;1 chann.DDR3L-1066;PCI Express 2.04 lines;40 nm;6.4 W;встраиваемый
3550;AMD Sempron 3500+;;173.51;2006;Socket AM2;1 / 1;1 / 1;2000 MHz;нет;128;128;нет;нет;2 chann.DDR2 533/667;нет;90 nm;62 W;десктопный
3551;AMD Turion 64 ML-28;;171.08;2005;Socket 754;1 / 1;1 / 1;1600 MHz;нет;64+64;512;нет;нет;1 chann.DDR-400;нет;90 nm;35 W;мобильный
3552;Intel Celeron M 440;;171.05;2006;PGA478;1 / 1;1 / 1;1867 MHz;нет;32 + 32;1024;нет;нет;нет;нет;65 nm;27 W;мобильный
3553;Intel Celeron B710;;170.84;2011;PGA988;1 / 1;1 / 1;1600 MHz;нет;32+32;256;1536;Intel HD Graphics650 - 1000 MHz;2 chann.DDR3-1333;PCI Express 2.016 lines;32 nm;35 W;мобильный
3554;Intel Celeron D 352;;170.37;2006;LGA775;1 / 1;1 / 1;3200 MHz;нет;16;512;нет;нет;нет;нет;65 nm;86 W;десктопный
3555;AMD Athlon XP 3100+;;169.84;2002;Socket 462;1 / 1;1 / 1;2200 MHz;нет;64+64;256;нет;нет;нет;нет;130 nm;68.3 W;десктопный
3556;AMD Athlon MP 2400+;;169.24;2002;Socket 462;1 / 1;1 / 1;2000 MHz;нет;64+64;256;нет;нет;нет;нет;130 nm;;серверный
3557;Intel Atom D2500;;168.99;2011;BGA559;2 / 2;2 / 2;1867 MHz;нет;2x32 + 2x24;1024;нет;Intel GMA 3600400 MHz;1 chann.DDR3-1066;нет;32 nm;10 W;мобильный
